time,close,regime_score,regime_label,risk_score,risk_label,raw_base,ceiling,modifier,dd,score_A_roll,score_B_roll,score_C,rank_A_roll,rank_A_exp,r12,risk_C,risk_D,status
2014-07-21,590.3,,INSUFFICIENT,,INSUFFICIENT,,,-0.000610661016119675,,,,,,,,,,INSUFFICIENT HISTORY
2014-07-28,588.91,,INSUFFICIENT,,INSUFFICIENT,,,-0.0004885288148434779,,,,,,,,,,INSUFFICIENT HISTORY
2014-08-04,590.96,,INSUFFICIENT,,INSUFFICIENT,,,-0.0003908230534676947,,,,,,,,,,INSUFFICIENT HISTORY
2014-08-11,496.86,,INSUFFICIENT,,INSUFFICIENT,,,-0.00031267470752667303,,,,,,,,,,INSUFFICIENT HISTORY
2014-08-18,507.85,,INSUFFICIENT,,INSUFFICIENT,,,-0.00025014529987037746,,,,,,,,,,INSUFFICIENT HISTORY
2014-08-25,479.04,,INSUFFICIENT,,INSUFFICIENT,,,-0.00020020966293070384,,,,,,,,,,INSUFFICIENT HISTORY
2014-09-01,475.43,,INSUFFICIENT,,INSUFFICIENT,,,-0.0001603008539075472,,,,,,,,,,INSUFFICIENT HISTORY
2014-09-08,475.49,,INSUFFICIENT,,INSUFFICIENT,,,-0.00012837302542807201,,,,,,,,,,INSUFFICIENT HISTORY
2014-09-15,399.55,,INSUFFICIENT,,INSUFFICIENT,,,-0.00032959565801844807,,,,,,,,,,INSUFFICIENT HISTORY
2014-09-22,375.35,,INSUFFICIENT,,INSUFFICIENT,,,-0.00263513702358671,,,,,,,,,,INSUFFICIENT HISTORY
2014-09-29,323.52,,INSUFFICIENT,,INSUFFICIENT,,,-0.06862573666454991,,,,,,,,,,INSUFFICIENT HISTORY
2014-10-06,378.11,,INSUFFICIENT,,INSUFFICIENT,,,-0.0567223558951209,,,,,,,,,,INSUFFICIENT HISTORY
2014-10-13,387.53,,INSUFFICIENT,,INSUFFICIENT,,,-0.04537798006434885,,,,,,,,,,INSUFFICIENT HISTORY
2014-10-20,355.18,,INSUFFICIENT,,INSUFFICIENT,,,-0.036307195190668634,,,,,,,,,,INSUFFICIENT HISTORY
2014-10-27,324.36,,INSUFFICIENT,,INSUFFICIENT,,,-0.029246942908065038,,,,,,,,,,INSUFFICIENT HISTORY
2014-11-03,364.77,,INSUFFICIENT,,INSUFFICIENT,,,-0.023399058962415672,,,,,,,,,,INSUFFICIENT HISTORY
2014-11-10,389.86,,INSUFFICIENT,,INSUFFICIENT,,,-0.018719319058126585,,,,,,,,,,INSUFFICIENT HISTORY
2014-11-17,367.17,,INSUFFICIENT,,INSUFFICIENT,,,-0.014976580093067581,,,,,,,,,,INSUFFICIENT HISTORY
2014-11-24,377.01,,INSUFFICIENT,,INSUFFICIENT,,,-0.011981605348033672,,,,,,,,,,INSUFFICIENT HISTORY
2014-12-01,377.26,,INSUFFICIENT,,INSUFFICIENT,,,-0.009585615365545525,,,,,,,,,,INSUFFICIENT HISTORY
2014-12-08,356.52,,INSUFFICIENT,,INSUFFICIENT,,,-0.007672582184860312,,,,,,,,,,INSUFFICIENT HISTORY
2014-12-15,320.01,,INSUFFICIENT,,INSUFFICIENT,,,-0.006478343361812105,,,,,,,,,,INSUFFICIENT HISTORY
2014-12-22,317.64,,INSUFFICIENT,,INSUFFICIENT,,,-0.005635551443244825,,,,,,,,,,INSUFFICIENT HISTORY
2014-12-29,264.0,,INSUFFICIENT,,INSUFFICIENT,,,-0.06781975896851226,,,,,,,,,,INSUFFICIENT HISTORY
2015-01-05,266.39,,INSUFFICIENT,,INSUFFICIENT,,,-0.1134198899950303,,,,,,,,,,INSUFFICIENT HISTORY
2015-01-12,211.85,,INSUFFICIENT,,INSUFFICIENT,,,-0.1706980191366943,,,,,,,,,,INSUFFICIENT HISTORY
2015-01-19,255.31,,INSUFFICIENT,,INSUFFICIENT,,,-0.2,,,,,,,,,,INSUFFICIENT HISTORY
2015-01-26,226.93,,INSUFFICIENT,,INSUFFICIENT,,,-0.16000000666011857,,,,,,,,,,INSUFFICIENT HISTORY
2015-02-02,223.88,,INSUFFICIENT,,INSUFFICIENT,,,-0.1280000183059093,,,,,,,,,,INSUFFICIENT HISTORY
2015-02-09,235.63,,INSUFFICIENT,,INSUFFICIENT,,,-0.10240001563800039,,,,,,,,,,INSUFFICIENT HISTORY
2015-02-16,236.5,,INSUFFICIENT,,INSUFFICIENT,,,-0.08192001333155934,,,,,,,,,,INSUFFICIENT HISTORY
2015-02-23,258.34,,INSUFFICIENT,,INSUFFICIENT,,,-0.06553601067216332,,,,,,,,,,INSUFFICIENT HISTORY
2015-03-02,275.0,,INSUFFICIENT,,INSUFFICIENT,,,-0.05242880853791151,,,,,,,,,,INSUFFICIENT HISTORY
2015-03-09,286.75,,INSUFFICIENT,,INSUFFICIENT,,,-0.04194304683034305,,,,,,,,,,INSUFFICIENT HISTORY
2015-03-16,267.74,,INSUFFICIENT,,INSUFFICIENT,,,-0.033554437465159424,,,,,,,,,,INSUFFICIENT HISTORY
2015-03-23,242.0,,INSUFFICIENT,,INSUFFICIENT,,,-0.026843550218721268,,,,,,,,,,INSUFFICIENT HISTORY
2015-03-30,260.54,,INSUFFICIENT,,INSUFFICIENT,,,-0.02147484017925133,,,,,,,,,,INSUFFICIENT HISTORY
2015-04-06,236.5,,INSUFFICIENT,,INSUFFICIENT,,,-0.017179872964560087,,,,,,,,,,INSUFFICIENT HISTORY
2015-04-13,222.54,,INSUFFICIENT,,INSUFFICIENT,,,-0.013743915769202149,,,,,,,,,,INSUFFICIENT HISTORY
2015-04-20,219.52,,INSUFFICIENT,,INSUFFICIENT,,,-0.010995166294272708,,,,,,,,,,INSUFFICIENT HISTORY
2015-04-27,239.0,,INSUFFICIENT,,INSUFFICIENT,,,-0.008796133510701035,,,,,,,,,,INSUFFICIENT HISTORY
2015-05-04,239.13,,INSUFFICIENT,,INSUFFICIENT,,,-0.0070369072705198515,,,,,,,,,,INSUFFICIENT HISTORY
2015-05-11,235.97,,INSUFFICIENT,,INSUFFICIENT,,,-0.005629526738503077,,,,,,,,,,INSUFFICIENT HISTORY
2015-05-18,239.22,,INSUFFICIENT,,INSUFFICIENT,,,-0.0045036218437567235,,,,,,,,,,INSUFFICIENT HISTORY
2015-05-25,228.91,,INSUFFICIENT,,INSUFFICIENT,,,-0.0036029017941891714,,,,,,,,,,INSUFFICIENT HISTORY
2015-06-01,222.7,,INSUFFICIENT,,INSUFFICIENT,,,-0.002882338234597397,,,,,,,,,,INSUFFICIENT HISTORY
2015-06-08,232.09,,INSUFFICIENT,,INSUFFICIENT,,,-0.0023058727421127207,,,,,,,,,,INSUFFICIENT HISTORY
2015-06-15,243.64,,INSUFFICIENT,,INSUFFICIENT,,,-0.0018446983659556955,,,,,,,,,,INSUFFICIENT HISTORY
2015-06-22,248.62,,INSUFFICIENT,,INSUFFICIENT,,,-0.001475758750727167,,,,,,,,,,INSUFFICIENT HISTORY
2015-06-29,271.5,,INSUFFICIENT,,INSUFFICIENT,,,-0.001180607000970578,,,,,,,,,,INSUFFICIENT HISTORY
2015-07-06,310.55,,INSUFFICIENT,,INSUFFICIENT,,,-0.0009444856007764624,,,,,,,,,,INSUFFICIENT HISTORY
2015-07-13,275.47,,INSUFFICIENT,,INSUFFICIENT,,,-0.0007555884807843494,,,,,,,,,,INSUFFICIENT HISTORY
2015-07-20,293.19,,INSUFFICIENT,,INSUFFICIENT,,,-0.0006044707846274795,,,,,,,,,,INSUFFICIENT HISTORY
2015-07-27,282.32,,INSUFFICIENT,,INSUFFICIENT,,,-0.0004835766277384576,,,,,,,,,,INSUFFICIENT HISTORY
2015-08-03,265.05,,INSUFFICIENT,,INSUFFICIENT,,,-0.00038686130378466773,,,,,,,,,,INSUFFICIENT HISTORY
2015-08-10,256.11,,INSUFFICIENT,,INSUFFICIENT,,,-0.00030948905429121197,,,,,,,,,,INSUFFICIENT HISTORY
2015-08-17,228.89,,INSUFFICIENT,,INSUFFICIENT,,,-0.00024759558155221435,,,,,,,,,,INSUFFICIENT HISTORY
2015-08-24,229.0,,INSUFFICIENT,,INSUFFICIENT,,,-0.00019808070023364478,,,,,,,,,,INSUFFICIENT HISTORY
2015-08-31,240.28,,INSUFFICIENT,,INSUFFICIENT,,,-0.00015846491941055163,,,,,,,,,,INSUFFICIENT HISTORY
2015-09-07,229.66,,INSUFFICIENT,,INSUFFICIENT,,,-0.00012677560124731198,,,,,,,,,,INSUFFICIENT HISTORY
2015-09-14,230.16,,INSUFFICIENT,,INSUFFICIENT,,,-0.00010142376697194352,,,,,,,,,,INSUFFICIENT HISTORY
2015-09-21,232.41,,INSUFFICIENT,,INSUFFICIENT,,,-8.114102237682897e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-09-28,238.6,,INSUFFICIENT,,INSUFFICIENT,,,-6.491333663959964e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-10-05,248.05,,INSUFFICIENT,,INSUFFICIENT,,,-5.193073497037713e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-10-12,261.05,,INSUFFICIENT,,INSUFFICIENT,,,-4.15445917994548e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-10-19,283.96,,INSUFFICIENT,,INSUFFICIENT,,,-3.323567346504386e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-10-26,325.78,,INSUFFICIENT,,INSUFFICIENT,,,-2.658853877203509e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-11-02,372.65,,INSUFFICIENT,,INSUFFICIENT,,,-2.1270831017628075e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-11-09,319.28,,INSUFFICIENT,,INSUFFICIENT,,,-1.7016664814102462e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-11-16,324.2,,INSUFFICIENT,,INSUFFICIENT,,,-1.361333185128197e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-11-23,371.48,,INSUFFICIENT,,INSUFFICIENT,,,-1.0890665481025577e-05,,,,,,,,,,INSUFFICIENT HISTORY
2015-11-30,388.24,,INSUFFICIENT,,INSUFFICIENT,,,-8.712532384820462e-06,,,,,,,,,,INSUFFICIENT HISTORY
2015-12-07,433.07,,INSUFFICIENT,,INSUFFICIENT,,,-6.97002590785637e-06,,,,,,,,,,INSUFFICIENT HISTORY
2015-12-14,442.54,,INSUFFICIENT,,INSUFFICIENT,,,-5.5760207262850965e-06,,,,,,,,,,INSUFFICIENT HISTORY
2015-12-21,421.76,,INSUFFICIENT,,INSUFFICIENT,,,-4.460816581028077e-06,,,,,,,,,,INSUFFICIENT HISTORY
2015-12-28,431.04,,INSUFFICIENT,,INSUFFICIENT,,,-3.568653264822462e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-01-04,448.79,,INSUFFICIENT,,INSUFFICIENT,,,-2.8549226118579698e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-01-11,380.16,,INSUFFICIENT,,INSUFFICIENT,,,-2.283938089486376e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-01-18,402.16,,INSUFFICIENT,,INSUFFICIENT,,,-1.8271504715891009e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-01-25,368.49,,INSUFFICIENT,,INSUFFICIENT,,,-1.4617203772712808e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-02-01,375.0,,INSUFFICIENT,,INSUFFICIENT,,,-1.1693763018170248e-06,,,,,,,,,,INSUFFICIENT HISTORY
2016-02-08,405.0,,INSUFFICIENT,,INSUFFICIENT,,,-9.355010414536199e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-02-15,438.5,,INSUFFICIENT,,INSUFFICIENT,,,-7.484008331628959e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-02-22,431.68,,INSUFFICIENT,,INSUFFICIENT,,,-5.987206665303168e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-02-29,406.23,,INSUFFICIENT,,INSUFFICIENT,,,-4.789765332242534e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-03-07,413.04,,INSUFFICIENT,,INSUFFICIENT,,,-3.831812265794028e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-03-14,411.28,,INSUFFICIENT,,INSUFFICIENT,,,-3.065449812635223e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-03-21,424.77,,INSUFFICIENT,,INSUFFICIENT,,,-2.452359850108178e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-03-28,419.11,,INSUFFICIENT,,INSUFFICIENT,,,-1.9618878800865425e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-04-04,420.04,,INSUFFICIENT,,INSUFFICIENT,,,-1.569510304069234e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-04-11,427.42,,INSUFFICIENT,,INSUFFICIENT,,,-1.2556082432553874e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-04-18,460.02,,INSUFFICIENT,,INSUFFICIENT,,,-1.00448659460431e-07,,,,,,,,,,INSUFFICIENT HISTORY
2016-04-25,453.0,,INSUFFICIENT,,INSUFFICIENT,,,-8.03589275683448e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-05-02,458.21,,INSUFFICIENT,,INSUFFICIENT,,,-6.428714205467584e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-05-09,457.56,,INSUFFICIENT,,INSUFFICIENT,,,-5.1429713643740675e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-05-16,438.8,,INSUFFICIENT,,INSUFFICIENT,,,-4.1143770914992545e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-05-23,517.84,,INSUFFICIENT,,INSUFFICIENT,,,-3.291501673199404e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-05-30,573.91,,INSUFFICIENT,,INSUFFICIENT,,,-2.6332013385595233e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-06-06,672.13,,INSUFFICIENT,,INSUFFICIENT,,,-2.1065610708476187e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-06-13,761.44,,INSUFFICIENT,,INSUFFICIENT,,,-1.685248856678095e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-06-20,630.16,,INSUFFICIENT,,INSUFFICIENT,,,-1.3481990853424762e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-06-27,658.27,,INSUFFICIENT,,INSUFFICIENT,,,-1.078559268273981e-08,,,,,,,,,,INSUFFICIENT HISTORY
2016-07-04,648.76,,INSUFFICIENT,,INSUFFICIENT,,,-8.628474146191848e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-07-11,679.54,,INSUFFICIENT,,INSUFFICIENT,,,-6.902779316953479e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-07-18,661.47,,INSUFFICIENT,,INSUFFICIENT,,,-5.522223453562783e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-07-25,623.83,,INSUFFICIENT,,INSUFFICIENT,,,-4.417778762850227e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-08-01,592.47,,INSUFFICIENT,,INSUFFICIENT,,,-3.5342230102801816e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-08-08,568.76,,INSUFFICIENT,,INSUFFICIENT,,,-2.8273784082241453e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-08-15,577.55,,INSUFFICIENT,,INSUFFICIENT,,,-2.2619027265793164e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-08-22,573.2,,INSUFFICIENT,,INSUFFICIENT,,,-1.8095221812634532e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-08-29,603.72,,INSUFFICIENT,,INSUFFICIENT,,,-1.4476177450107626e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-09-05,606.32,,INSUFFICIENT,,INSUFFICIENT,,,-1.1580941960086101e-09,,,,,,,,,,INSUFFICIENT HISTORY
2016-09-12,608.0,,INSUFFICIENT,,INSUFFICIENT,,,-9.264753568068881e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-09-19,598.98,,INSUFFICIENT,,INSUFFICIENT,,,-7.411802854455105e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-09-26,608.6,,INSUFFICIENT,,INSUFFICIENT,,,-5.929442283564085e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-10-03,613.06,,INSUFFICIENT,,INSUFFICIENT,,,-4.743553826851268e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-10-10,638.97,,INSUFFICIENT,,INSUFFICIENT,,,-3.794843061481015e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-10-17,648.74,,INSUFFICIENT,,INSUFFICIENT,,,-3.035874449184812e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-10-24,697.23,,INSUFFICIENT,,INSUFFICIENT,,,-2.42869955934785e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-10-31,709.93,,INSUFFICIENT,,INSUFFICIENT,,,-1.94295964747828e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-11-07,700.38,,INSUFFICIENT,,INSUFFICIENT,,,-1.5543677179826242e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-11-14,727.09,,INSUFFICIENT,,INSUFFICIENT,,,-1.2434941743860994e-10,,,,,,,,,,INSUFFICIENT HISTORY
2016-11-21,727.32,,INSUFFICIENT,,INSUFFICIENT,,,-9.947953395088796e-11,,,,,,,,,,INSUFFICIENT HISTORY
2016-11-28,762.0,,INSUFFICIENT,,INSUFFICIENT,,,-7.958362716071038e-11,,,,,,,,,,INSUFFICIENT HISTORY
2016-12-05,768.97,,INSUFFICIENT,,INSUFFICIENT,,,-6.36669017285683e-11,,,,,,,,,,INSUFFICIENT HISTORY
2016-12-12,788.67,,INSUFFICIENT,,INSUFFICIENT,,,-5.093352138285464e-11,,,,,,,,,,INSUFFICIENT HISTORY
2016-12-19,890.67,,INSUFFICIENT,,INSUFFICIENT,,,-4.074681710628372e-11,,,,,,,,,,INSUFFICIENT HISTORY
2016-12-26,997.75,,INSUFFICIENT,,INSUFFICIENT,,,-3.2597453685026974e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-01-02,909.75,,INSUFFICIENT,,INSUFFICIENT,,,-2.6077962948021582e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-01-09,821.86,,INSUFFICIENT,,INSUFFICIENT,,,-2.0862370358417267e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-01-16,923.76,,INSUFFICIENT,,INSUFFICIENT,,,-1.6689896286733814e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-01-23,912.01,,INSUFFICIENT,,INSUFFICIENT,,,-1.3351917029387051e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-01-30,1011.07,,INSUFFICIENT,,INSUFFICIENT,,,-1.0681533623509642e-11,,,,,,,,,,INSUFFICIENT HISTORY
2017-02-06,1000.73,,INSUFFICIENT,,INSUFFICIENT,,,-8.545226898807714e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-02-13,1051.8,,INSUFFICIENT,,INSUFFICIENT,,,-6.836181519046171e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-02-20,1179.05,,INSUFFICIENT,,INSUFFICIENT,,,-5.4689452152369376e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-02-27,1273.0,,INSUFFICIENT,,INSUFFICIENT,,,-4.37515617218955e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-03-06,1226.62,,INSUFFICIENT,,INSUFFICIENT,,,-3.5001249377516405e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-03-13,1017.97,,INSUFFICIENT,,INSUFFICIENT,,,-2.8000999502013124e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-03-20,960.0,,INSUFFICIENT,,INSUFFICIENT,,,-2.24007996016105e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-03-27,1078.01,,INSUFFICIENT,,INSUFFICIENT,,,-1.7920639681288403e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-04-03,1206.2,,INSUFFICIENT,,INSUFFICIENT,,,-1.4336511745030724e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-04-10,1162.31,,INSUFFICIENT,,INSUFFICIENT,,,-1.146920939602458e-12,,,,,,,,,,INSUFFICIENT HISTORY
2017-04-17,1241.99,,INSUFFICIENT,,INSUFFICIENT,,,-9.175367516819664e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-04-24,1350.21,,INSUFFICIENT,,INSUFFICIENT,,,-7.340294013455732e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-05-01,1554.01,,INSUFFICIENT,,INSUFFICIENT,,,-5.872235210764586e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-05-08,1784.0,,INSUFFICIENT,,INSUFFICIENT,,,-4.697788168611669e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-05-15,2017.55,,INSUFFICIENT,,INSUFFICIENT,,,-3.758230534889335e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-05-22,2178.81,,INSUFFICIENT,,INSUFFICIENT,,,-3.0065844279114683e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-05-29,2530.27,,INSUFFICIENT,,INSUFFICIENT,,,-2.405267542329175e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-06-05,2954.22,,INSUFFICIENT,,INSUFFICIENT,,,-1.92421403386334e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-06-12,2516.98,,INSUFFICIENT,,INSUFFICIENT,,,-1.539371227090672e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-06-19,2502.03,,INSUFFICIENT,,INSUFFICIENT,,,-1.2314969816725376e-13,,,,,,,,,,INSUFFICIENT HISTORY
2017-06-26,2504.37,,INSUFFICIENT,,INSUFFICIENT,,,-9.851975853380301e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-07-03,2502.28,,INSUFFICIENT,,INSUFFICIENT,,,-7.881580682704241e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-07-10,1917.63,,INSUFFICIENT,,INSUFFICIENT,,,-6.305264546163393e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-07-17,2749.02,,INSUFFICIENT,,INSUFFICIENT,,,-5.0442116369307147e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-07-24,2742.37,,INSUFFICIENT,,INSUFFICIENT,,,-4.035369309544572e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-07-31,3222.75,,INSUFFICIENT,,INSUFFICIENT,,,-3.2282954476356574e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-08-07,4053.87,,INSUFFICIENT,,INSUFFICIENT,,,-2.5826363581085262e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-08-14,4058.68,,INSUFFICIENT,,INSUFFICIENT,,,-2.0661090864868212e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-08-21,4337.68,,INSUFFICIENT,,INSUFFICIENT,,,-1.652887269189457e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-08-28,4606.26,,INSUFFICIENT,,INSUFFICIENT,,,-1.3223098153515655e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-09-04,4226.22,,INSUFFICIENT,,INSUFFICIENT,,,-1.0578478522812524e-14,,,,,,,,,,INSUFFICIENT HISTORY
2017-09-11,3662.99,,INSUFFICIENT,,INSUFFICIENT,,,-8.46278281825002e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-09-18,3664.22,,INSUFFICIENT,,INSUFFICIENT,,,-6.770226254600016e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-09-25,4377.22,,INSUFFICIENT,,INSUFFICIENT,,,-5.4161810036800134e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-10-02,4597.98,,INSUFFICIENT,,INSUFFICIENT,,,-4.332944802944011e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-10-09,5679.7,,INSUFFICIENT,,INSUFFICIENT,,,-3.466355842355209e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-10-16,5969.0,,INSUFFICIENT,,INSUFFICIENT,,,-2.7730846738841673e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-10-23,6137.37,,INSUFFICIENT,,INSUFFICIENT,,,-2.218467739107334e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-10-30,7372.72,,INSUFFICIENT,,INSUFFICIENT,,,-1.7747741912858672e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-11-06,5870.37,,INSUFFICIENT,,INSUFFICIENT,,,-1.4198193530286938e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-11-13,8016.58,,INSUFFICIENT,,INSUFFICIENT,,,-1.135855482422955e-15,,,,,,,,,,INSUFFICIENT HISTORY
2017-11-20,9271.06,,INSUFFICIENT,,INSUFFICIENT,,,-9.08684385938364e-16,,,,,,,,,,INSUFFICIENT HISTORY
2017-11-27,11250.0,,INSUFFICIENT,,INSUFFICIENT,,,-7.269475087506913e-16,,,,,,,,,,INSUFFICIENT HISTORY
2017-12-04,14691.0,,INSUFFICIENT,,INSUFFICIENT,,,-5.815580070005531e-16,,,,,,,,,,INSUFFICIENT HISTORY
2017-12-11,18953.0,,INSUFFICIENT,,INSUFFICIENT,,,-4.652464056004425e-16,,,,,,,,,,INSUFFICIENT HISTORY
2017-12-18,14157.87,,INSUFFICIENT,,INSUFFICIENT,,,-3.7219712448035404e-16,,,,,,,,,,INSUFFICIENT HISTORY
2017-12-25,13880.0,,INSUFFICIENT,,INSUFFICIENT,,,-2.9775769958428327e-16,,,,,,,,,,INSUFFICIENT HISTORY
2018-01-01,16124.02,,INSUFFICIENT,,INSUFFICIENT,,,-2.3820615966742663e-16,,,,,,,,,,INSUFFICIENT HISTORY
2018-01-08,13647.99,,INSUFFICIENT,,INSUFFICIENT,,,-1.9056492773394132e-16,,,,,,,,,,INSUFFICIENT HISTORY
2018-01-15,11558.87,,INSUFFICIENT,,INSUFFICIENT,,,-1.5245194218715306e-16,,,,,,,,,,INSUFFICIENT HISTORY
2018-01-22,11685.58,,INSUFFICIENT,,INSUFFICIENT,,,-1.2196155374972245e-16,,,,,,,,,,INSUFFICIENT HISTORY
2018-01-29,8191.0,,INSUFFICIENT,,INSUFFICIENT,,,-9.756924299977796e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-02-05,8067.0,,INSUFFICIENT,,INSUFFICIENT,,,-7.805539439982237e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-02-12,10421.06,,INSUFFICIENT,,INSUFFICIENT,,,-6.244431551985789e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-02-19,9590.04,,INSUFFICIENT,,INSUFFICIENT,,,-4.9955452415886314e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-02-26,11463.27,,INSUFFICIENT,,INSUFFICIENT,,,-3.9964361932709055e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-03-05,9535.04,,INSUFFICIENT,,INSUFFICIENT,,,-3.1971489546167244e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-03-12,8188.24,,INSUFFICIENT,,INSUFFICIENT,,,-2.5577191636933798e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-03-19,8453.9,,INSUFFICIENT,,INSUFFICIENT,,,-2.046175330954704e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-03-26,6813.52,,INSUFFICIENT,,INSUFFICIENT,,,-1.6369402647637634e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-04-02,7027.26,,INSUFFICIENT,,INSUFFICIENT,,,-1.3095522118110108e-17,,,,,,,,,,INSUFFICIENT HISTORY
2018-04-09,8354.22,,INSUFFICIENT,,INSUFFICIENT,,,-1.0476417694488087e-17,,,,,,,,,,INSUFFICIENT HISTORY
